machine_id;machine_type;line_id;shift;operator_id;product_type;hour;day_of_week;is_weekend;temperature;vibration_level;power_consumption;pressure;material_flow_rate;cycle_time;error_rate;machine_age_hours;last_maintenance_hours;oil_level;lubrication_status;units_produced;downtime;ambient_temperature;humidity;noise_level_db
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;78,109652;1,082524;18,411904;4,61825;19,33023;124,314794;0,94255;6123,37;0,3173;68,44;Low;0;0;27,37;53,2;85,3
M004;Welder;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;;1,997742;17,462537;5,812613;19,301419;117,204034;0,968613;6123,38;0,334;70,18;Good;0;33;28,17;67,9;94,9
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;81,198087;2,800724;19,171821;5,00623;20,327815;117,953235;0,972672;6123,4;0,3507;67,18;Low;0;0;25,91;64,4;89,3
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;80,556391;4,569163;19,947232;5,113762;20,745863;114,93012;0,6292;12525,97;0,0167;70,11;Good;0;0;29,2;60,8;87,2
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;9;4;0;75,978129;1;17,96833;4,795698;22,199553;122,947616;0,804987;15224,42;0,0167;90,34;Good;0;0;24,66;65,2;92,7
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;80,16235;3,667363;17,114881;5,062948;19,094351;124,137491;0,705398;12525,98;0,0334;66,49;Low;2;0;28,37;63,5;74,7
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;83,270802;2,258606;14,973209;4,795468;18,41301;113,385413;0,902031;12526;0,0501;66,65;Low;1;0;27,74;56,3;76,2
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;74,385031;2,946485;18,646914;4,667226;15,816087;115,019186;0,736744;6123,42;0,3674;69,54;Low;0;49;25,87;65,4;82,4
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;77,944172;2,303827;17,747421;5,055639;20,24114;118,4079;0,824951;6123,43;0,3841;70,75;Good;1;0;26,69;67,9;94,7
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;4;0;77,394733;1,106505;16,567145;4,966879;17,969439;117,035934;0,781665;8324;0,0835;25,64;Critical;0;0;25,3;62,3;93
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;74,344303;1;16,887668;5,023309;20,844668;127,095649;0,753524;6123,45;0,4008;67,32;Low;0;6;25,36;66,3;81,5
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;9;4;0;77,984874;2,054496;17,540474;4,392854;20,134069;117,101776;0,888736;15224,43;0,0334;92,01;Good;0;0;24,61;65,5;84,3
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;9;4;0;74,73603;1;20,693812;4,898589;21,745853;124,896756;0,819201;8324,02;0,1002;27,16;Critical;1;3;28,15;70,2;72,9
M004;Welder;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;81,398738;2,948325;22,253897;4,987124;22,346135;124,130738;0,872393;6123,47;0,4175;68,45;Low;0;0;28,81;64,5;100,8
M001;Welder;L1;Shift_1_Pagi;OP003;Shaft;9;4;0;78,772901;3,592136;18,905272;4,488324;19,053545;114,915125;0,892763;12526,02;0,0668;68,15;Low;0;0;23,76;69;95
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;10;4;0;75,838182;1,917947;14,602331;4,368723;20,161229;132,28226;0,867738;15224,45;0,0501;88,03;Good;0;0;29,76;63,4;83,7
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;10;4;0;73,345922;1;22,986992;4,742623;16,434747;127,446361;0,852522;15224,47;0,0668;90,56;Good;0;0;26,98;74,8;95,1
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;10;4;0;78,309214;1,661;17,584497;5,071746;22,813506;121,024966;0,682899;15224,48;0,0835;88,95;Good;0;0;27,43;62,8;98,1
M003;Conveyor;L3;Shift_1_Pagi;OP003;Gear;10;4;0;78,278073;3,388127;15,103753;5,616708;21,795357;122,012002;0,683039;15224,5;0,1002;92,77;Good;0;34;24,79;61,6;71,8
M003;Conveyor;L3;Shift_1_Pagi;OP003;Gear;10;4;0;80,355515;2,288136;18,842886;4,778324;18,788424;118,718483;0,709549;15224,52;0,1169;89,67;Good;1;39;28,98;64,5;79,7
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;77,111915;2,294815;16,52841;5,507395;20,227867;120,771724;0,724321;6123,48;0,4342;68,68;Low;0;0;27,3;61,4;82,7
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;10;4;0;76,452581;3,226415;17,025256;5,370317;19,144876;133,015406;0,627416;8324,03;0,1169;26,54;Critical;2;0;28,71;58,8;77
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;10;4;0;87,068375;9,234658;;4,789474;20,301174;113,563512;1;15224,53;0;92,29;Good;0;0;28,83;68,6;87,8
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;76,253834;4,461412;14,338438;5,317488;22,571329;120,299183;0,851907;12526,03;0,0835;70,02;Good;0;29;29;49,7;89
M001;Welder;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;78,023666;1,48384;16,26745;5,517221;21,912896;117,85435;0,84548;12526,05;0,1002;67,92;Low;0;0;26,03;61,4;92,1
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;10;4;0;74,257145;1,618222;18,235063;4,871919;21,146239;125,738066;0,82587;8324,05;0,1336;27,45;Critical;3;0;26,69;58,3;78,5
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;96,652748;8,406902;27,746505;4,543063;21,334031;124,281916;1;12526,07;0;68,73;Low;0;0;26,08;65,7;92,1
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;10;4;0;81,148292;1,660129;20,045643;5,073756;22,820153;121,98526;0,687012;15224,55;0,0167;89,74;Good;0;0;28,34;54,1;82,5
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;10;4;0;77,666997;2,169358;21,455334;4,489599;21,233704;118,810434;0,89937;15224,57;0,0334;87,93;Good;0;43;27,5;67,7;86,8
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;10;4;0;73,344398;2,963591;18,275403;4,85811;20,487306;122,635225;0,951638;8324,07;0,1503;25,92;Critical;0;26;28,6;68,3;77,3
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;80,551704;1;18,835941;5,001746;23,516289;117,976715;0,587719;12526,08;0,0167;66,68;Low;0;36;28,67;56,8;72,2
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;100;8,676292;27,159375;4,953964;23,097362;123,731601;1;12526,1;0;70,69;Good;0;0;24,41;66;97,3
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;77,094392;3,148324;23,20767;4,575887;19,428138;122,914992;0,853819;12526,12;0,0167;67,21;Low;0;0;29,03;67,6;85,3
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;75,5162;1;18,419702;4,72771;19,605204;113,649375;0,920426;12526,13;0,0334;70,91;Good;2;26;28,43;69,7;73
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;76,986344;3,062725;23,437305;4,935858;21,336688;120,213992;0,799274;12526,15;0,0501;68,39;Low;0;0;26,45;57,7;83,1
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;10;4;0;71,522077;;15,736343;4,702546;19,554631;112,976529;0,731257;15224,58;0,0501;90,57;Good;0;0;27,52;57;84,7
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;10;4;0;82,251817;2,595115;22,292725;5,171573;18,867603;107,244899;0,717459;8324,08;0,167;26,39;Critical;0;0;26,81;72,5;84
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;10;4;0;80,232382;1;16,475351;5,128911;21,131047;129,368326;0,854907;8324,1;0,1837;23,91;Critical;0;0;27,92;60,9;81,9
M001;Welder;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;78,209888;1;17,638992;4,774291;22,26441;121,912493;0,820972;12526,17;0,0668;67,44;Low;0;12;26,44;62,4;95,7
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;74,274942;2,410474;18,684234;4,615826;15,227858;118,708582;0,711465;6123,5;0,4509;66,35;Low;1;0;27,72;68,2;88,4
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;74,192412;1,675892;17,324528;4,924332;21,523238;117,732283;0,853673;6123,52;0,4676;69,49;Low;0;0;27,1;59,2;78,9
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;83,265397;2,686986;19,355668;5,100076;22,652356;114,060555;0,772589;6123,53;0,4843;68,43;Low;0;0;26,35;63,7;82,8
M001;Welder;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;81,914876;1,679157;20,316293;4,46088;19,886003;126,17002;0,721203;12526,18;0,0835;69,85;Low;0;0;27,29;69,5;91,9
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;77,32586;1,204043;20,326813;5,01836;18,817229;115,67795;0,853535;12526,2;0,1002;66,51;Low;0;36;31,06;57,9;89,8
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;91,093257;5,660601;28,28643;4,814669;22,287404;120,198608;1;12526,22;0;66,17;Low;0;0;25,97;62,5;83,4
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;10;4;0;73,784449;1,217593;15,221989;5,21029;20,020907;131,245054;0,734374;15224,6;0,0668;89,21;Good;0;0;26,63;59,4;88,5
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;74,894929;3,810226;21,190075;4,557687;21,443095;120,235245;0,892648;6123,55;0,501;71,31;Good;0;0;26;61,1;84,9
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;80,061961;3,298095;19,718283;4,752507;21,425862;116,452576;0,762124;12526,23;0,0167;69,44;Low;0;0;26,16;70,9;80,4
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;10;4;0;83,082113;1,568341;18,613715;5,042034;18,701375;118,667955;0,952468;15224,62;0,0835;89,28;Good;0;0;28,22;72;93,2
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;10;4;0;82,875487;2,157431;18,593542;4,95069;19,405534;130,365326;0,736619;15224,63;0,1002;89,87;Good;1;23;28,07;66,3;90,9
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;72,858448;2,335987;;4,032108;20,036146;114,451203;0,796432;6123,57;0,5177;66,25;Low;0;33;26,99;67,7;87,5
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;10;4;0;81,351048;3,566814;18,000373;5,484466;21,34622;125,072048;0,828885;8324,12;0,2004;29,03;Critical;2;0;28,54;67,5;76,8
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;10;4;0;74,472139;2,172893;10,799649;5,192399;22,203002;115,352123;0,832548;15224,65;0,1169;90,76;Good;0;0;28,19;61,6;86
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;10;4;0;70,576108;3,538944;22,565238;5,517566;17,015765;127,173558;0,879751;15224,67;0,1336;88,47;Good;0;0;26,76;66,2;97,4
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;82,403143;1,698211;17,086879;4,297409;16,496303;112,478193;0,830456;6123,58;0,5344;69,25;Low;0;0;24,7;58,5;82,6
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;75,242572;2,767578;18,45254;4,911574;20,954821;119,371731;0,796884;6123,6;0,5511;66,39;Low;3;0;28,24;60,2;76,2
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;10;4;0;73,56429;2,30751;19,317602;5,111354;18,946777;122,384539;0,761797;15224,68;0,1503;92,55;Good;0;0;27,25;64,6;81,5
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;10;4;0;83,838689;1,395149;17,16112;5,476088;18,414175;122,631507;0,740736;15224,7;0,167;87,8;Good;0;2;27,03;59,7;92,9
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;80,03424;1,871245;19,347768;5,358421;21,427855;114,453393;0,829581;6123,62;0,5678;69,62;Low;1;0;26,3;58,6;87,6
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;10;4;0;79,599589;1,608297;16,437875;4,914369;21,188577;113,102472;0,797931;15224,72;0,1837;88,22;Good;0;0;28,12;61,4;75,4
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;10;4;0;84,101207;2,079961;18,107408;4,193693;19,40151;120,417296;0,752257;8324,13;0,2171;27,43;Critical;0;0;27,52;70,7;84,8
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;10;4;0;76,261275;1,140746;19,920774;5,267371;21,458653;116,650143;0,717355;15224,73;0,2004;91,41;Good;0;0;26,64;72,8;91,8
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;72,20505;1;22,147436;5,622014;18,200173;125,899434;0,691785;6123,63;0,5845;69,77;Low;0;0;25,16;64,8;89,5
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;77,149866;2,637864;;4,45482;19,578329;123,144086;1;12526,25;0,0334;68,86;Low;1;0;28,6;67,9;69,7
M001;Welder;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;79,857714;2,555963;16,836048;4,706031;20,144665;116,920492;0,751132;12526,27;0,0501;70,52;Good;0;0;27,91;62,2;96,2
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;10;4;0;77,817433;1;19,472298;5,077989;19,72981;115,866398;0,808032;15224,75;0,2171;87,21;Good;0;0;27,38;54,7;79,5
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;10;4;0;80,176896;1;19,777491;4,684468;20,095691;117,519173;0,760447;8324,15;0,2338;25,1;Critical;1;25;23,01;60,5;80,6
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;70,799633;1,952608;21,07754;4,776541;16,671944;116,237643;0,872239;12526,28;0,0668;66,66;Low;0;39;26,94;63,5;80,7
M003;Conveyor;L3;Shift_1_Pagi;OP003;Gear;10;4;0;78,879647;1,556898;17,120773;5,704126;20,105524;122,431087;0,83217;15224,77;0,2338;92,66;Good;3;19;26,64;65,7;72,8
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;75,110598;1,455345;13,547598;4,870013;18,106087;126,31406;0,819201;12526,3;0,0835;67,5;Low;0;0;26,07;64,5;79,9
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;77,660516;2,522205;20,577511;5,483823;19,898482;120,476503;0,829136;6123,65;0,6012;70,12;Good;0;17;28,13;63,6;86,8
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;10;4;0;76,669181;1,78753;20,165319;5,264264;22,037076;118,35941;0,952666;12526,32;0,1002;69,27;Low;1;25;28,07;62,1;74,5
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;10;4;0;79,282902;1,848054;13,886335;5,295219;16,222861;122,866293;0,907831;8324,17;0,2505;24,39;Critical;0;0;27,66;66,7;83
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;10;4;0;77,660664;1,36565;21,748199;3,986343;20,128078;123,458607;0,914615;8324,18;0,2672;24,55;Critical;2;0;28,56;58,2;80,6
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;10;4;0;79,747938;2,615444;18,695561;4,939034;19,266959;121,27981;0,695297;15224,78;0,2505;88,42;Good;1;0;25,47;69;85,2
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;11;4;0;74,417992;2,466336;22,126918;5,200942;21,259067;119,567385;0,786936;15224,8;0,2672;89,2;Good;1;0;26,32;62,1;88,4
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;77,097103;2,316646;20,360987;4,788357;16,85016;118,388717;0,803073;6123,67;0,6179;67,13;Low;2;0;27,11;75,3;77,3
M004;Welder;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;77,808262;1,615882;21,996742;4,821361;20,15502;126,129299;0,723271;6123,68;0,6346;65,84;Low;0;0;26,07;63,4;92,9
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;75,851851;1,70067;18,245476;5,168472;21,369763;113,711126;0,866739;6123,7;0,6513;70,99;Good;0;0;28,09;62,6;75,2
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;11;4;0;76,464807;2,295243;18,986777;4,766981;22,477006;119,69099;0,803232;8324,2;0,2839;28,9;Critical;0;15;26,22;62,2;76,3
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;11;4;0;76,240333;2,507384;16,349244;5,759354;21,303404;128,59806;0,977094;8324,22;0,3006;25,15;Critical;0;47;28,95;62,6;68,3
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;11;4;0;73,635219;3,25757;17,726742;6,198506;19,80145;124,08626;0,780032;15224,82;0,2839;88,76;Good;0;0;25,6;68;86,6
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;72,037806;1,464579;18,27989;4,969116;19,696267;119,079269;0,837637;12526,33;0,1169;65,2;Low;0;0;30,2;64,8;83,8
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;11;4;0;76,378715;3,648122;23,935541;4,242548;18,785928;116,69436;0,718781;8324,23;0,3173;27,18;Critical;0;0;30,04;69,9;97,3
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;11;4;0;78,235484;3,675663;14,646081;4,762111;20,1676;117,958278;0,704597;8324,25;0,334;28,05;Critical;0;0;26,86;67,3;77,9
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;80,818659;1;20,732507;4,891366;20,580441;120,738557;0,893542;12526,35;0,1336;66,03;Low;2;0;28,72;65,2;73,3
M001;Welder;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;78,408435;2,076743;16,577752;5,221066;20,274867;119,778458;0,643435;12526,37;0,1503;66,1;Low;0;0;26,4;66,9;101,9
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;70,922992;;17,104903;4,618689;18,110024;115,751649;0,838335;6123,72;0,668;70,45;Good;0;0;28,52;71;83
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;11;4;0;75,064009;3,600445;;4,893121;18,096151;124,532189;0,862752;8324,27;0,3507;26,79;Critical;0;0;26,74;68,3;94,8
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;11;4;0;91,354154;7,168985;23,825105;5,181672;20,704664;120,043565;1;15224,83;0;86,99;Good;0;0;25,07;66,4;106,3
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;73,374462;3,443838;19,82018;5,286142;21,779189;122,745422;0,830917;12526,38;0,167;68,88;Low;0;0;21,7;67,1;84
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;80,003696;3,263417;15,662611;4,952242;20,796193;121,247942;0,745347;6123,73;0,6847;67,56;Low;0;34;26,6;59,2;86
M002;Drill;L2;Shift_1_Pagi;OP003;Housing;11;4;0;72,932875;1,221795;16,905567;4,847853;18,404355;118,017182;0,797563;8324,28;0,3674;25,3;Critical;0;0;27,42;77,9;92,2
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;78,18839;2,699692;20,020215;4,523438;20,149942;113,014966;0,867048;12526,4;0,1837;69,76;Low;1;0;29;67,6;73,9
M002;Drill;L2;Shift_1_Pagi;OP003;Housing;11;4;0;73,470309;1,762344;22,051171;5,461838;21,117335;120,464226;0,793554;8324,3;0,3841;27,95;Critical;0;0;27,05;68,1;88,6
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;11;4;0;82,92367;2,414616;17,982774;5,046246;18,989966;119,94733;0,700577;15224,85;0,0167;89,12;Good;0;0;28,5;64,9;92,3
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;11;4;0;76,764162;2,401641;16,685847;5,719233;20,75851;118,321161;0,914943;15224,87;0,0334;92,4;Good;0;22;26,32;53,5;83,1
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;82,069132;1,537825;22,57114;5,955846;18,349015;121,167192;0,729071;12526,42;0,2004;67,57;Low;0;30;26,49;63,7;84,5
M004;Welder;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;75,077911;2,737038;18,253937;4,975022;21,670292;126,304622;0,853378;6123,75;0,7014;70,33;Good;0;0;28,58;65,4;97,9
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;11;4;0;80,346034;1,999292;16,673978;5,58207;19,025258;109,871388;0,731325;15224,88;0,0501;89,62;Good;0;0;23,3;60,9;76,1
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;79,929549;4,03026;16,612714;4,932723;18,809812;113,471838;0,806612;12526,43;0,2171;70,52;Good;0;0;27,02;60,8;79,8
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;11;4;0;77,952363;2,751261;16,706599;5,116817;17,692941;117,801096;0,833916;15224,9;0,0668;92,16;Good;0;0;26,4;63,3;88,2
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;11;4;0;74,636312;1,58398;17,32281;4,807498;20,028511;124,57549;0,850214;8324,32;0,4008;23,61;Critical;0;37;29,04;68,9;82,5
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;79,459773;2,91293;19,740399;5,366748;21,545274;121,336459;0,815344;6123,77;0,7181;71,32;Good;0;0;26,21;71,3;88,1
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;87,096858;8,176478;27,333993;4,891417;21,386606;130,233175;1;12526,45;0;70,08;Good;0;0;27,77;65,9;94,1
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;82,677529;;19,352151;4,947719;18,084517;125,530613;0,797745;12526,47;0,0167;69,87;Low;2;0;28,38;62,2;74,5
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;11;4;0;77,768821;2,727039;16,730541;4,678659;19,029726;119,491257;0,835292;8324,33;0,4175;24,29;Critical;0;0;24,76;63,2;83,9
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;75,085135;3,468503;15,223508;4,794106;19,821408;121,818584;0,839504;12526,48;0,0334;69,95;Low;0;0;26,79;65,5;73,9
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;11;4;0;81,996321;2,183821;17,573176;4,537329;19,712802;126,755081;0,795293;15224,92;0,0835;91,81;Good;0;0;26,35;66,1;86,5
M002;Drill;L2;Shift_1_Pagi;OP003;Housing;11;4;0;97,314437;7,986932;22,658796;5,473515;19,923485;123,446116;1;8324,35;0;24,81;Critical;0;0;28,42;67,2;94,2
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;84,904489;3,88175;17,564884;4,876173;22,683019;125,328489;0,828489;12526,5;0,0501;70,83;Good;0;15;28,01;62,8;88,7
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;11;4;0;79,094664;2,357587;21,287406;5,140928;21,362;111,434757;0,913153;15224,93;0,1002;87;Good;0;0;26,65;67,6;87,5
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;11;4;0;77,200439;2,509707;21,681795;4,988484;20,617047;115,931702;0,886953;15224,95;0,1169;87,6;Good;0;0;25,43;67,3;97
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;84,929499;1,775055;17,635368;5,01814;21,666162;121,045325;0,8739;6123,78;0,7348;68,92;Low;0;8;28,56;63;89,1
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;11;4;0;74,249923;2,063392;18,35012;5,020057;18,957856;125,453584;0,728932;8324,37;0,0167;26,53;Critical;0;0;26,9;56,4;73,3
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;76,332376;1;17,439199;5,257178;19,311306;127,309008;0,638877;6123,8;0,7515;69,56;Low;2;33;24,57;60,6;69,7
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;88,204124;6,622466;24,669438;4,991626;20,704597;120,232543;1;12526,52;0;65,22;Low;0;0;24,7;72,8;94,5
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;11;4;0;77,084779;1,958575;19,984739;4,458939;20,712427;116,280425;0,93053;8324,38;0,0334;28,83;Critical;0;0;27,66;56,5;77,9
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;11;4;0;76,426651;1,596133;13,342103;5,323516;20,722817;122,524713;0,78103;15224,97;0,1336;86,96;Good;0;0;25,09;71,6;80
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;84,994606;1;16,200941;5,090886;15,829582;118,87238;0,860651;12526,53;0,0167;65,97;Low;0;18;29,79;56,4;89,1
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;11;4;0;76,136719;3,605896;20,101412;4,964751;19,461947;122,382162;0,76709;8324,4;0,0501;23,15;Critical;3;0;25,59;61,1;76,8
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;72,842344;2,086822;17,261134;4,866554;21,331619;120,119354;0,839118;6123,82;0,7682;69,09;Low;3;4;27;63,1;76,6
M002;Drill;L2;Shift_1_Pagi;OP003;Housing;11;4;0;81,446798;2,814811;19,389795;5,309609;19,642941;122,022808;0,791033;8324,42;0,0668;28,65;Critical;1;0;27,24;73,9;86,4
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;77,043242;1;19,681896;5,15511;20,992954;125,217659;0,763924;12526,55;0,0334;69,1;Low;1;0;25,91;65,1;84,6
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;76,074593;4,679959;19,318334;5,168094;18,915454;117,184964;0,868351;12526,57;0,0501;70,04;Good;0;0;23,64;63,9;78,1
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;85,278083;1;19,100601;4,670406;20,635005;132,906709;0,589036;12526,58;0,0668;65,18;Low;0;47;27,29;60,3;83,9
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;81,545387;3,40981;21,60377;4,862495;23,054161;117,785453;0,842095;6123,83;0,7849;68,94;Low;1;0;25,87;67,6;76,4
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;11;4;0;79,978942;2,992791;16,225154;5,945956;18,581149;127,284876;0,68659;8324,43;0,0835;25,82;Critical;0;0;27,17;62,4;87,5
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;72,909206;2,432604;17,443514;4,802135;19,466126;131,710815;0,734884;6123,85;0,8016;68,68;Low;0;16;26,82;63,9;79,5
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;11;4;0;77,002596;2,693749;19,3008;5,177858;15;116,708244;0,812325;8324,45;0,1002;23,49;Critical;1;36;27,39;63,2;78,7
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;11;4;0;75,652923;2,942872;20,461014;4,727523;18,424183;123,651575;0,83565;8324,47;0,1169;27,16;Critical;0;27;29,34;68,6;73,6
M004;Welder;L1;Shift_1_Pagi;OP003;Shaft;11;4;0;79,15636;1;21,715512;4,819609;17,573121;114,38959;0,87704;6123,87;0,8183;68,7;Low;0;0;26,18;68,8;94,9
M003;Conveyor;L3;Shift_1_Pagi;OP003;Gear;11;4;0;74,547759;3,482413;21,974601;5,94679;21,120684;121,080412;0,708969;15224,98;0,1503;91,28;Good;1;0;26,3;60,5;74,1
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;11;4;0;73,414262;2,305084;16,795781;5,669999;19,919342;119,826734;0,823037;8324,48;0,1336;25,96;Critical;0;0;24,5;61,9;92,4
